tmax;alpha;dx;dt;stable;nb_iteration;erreur
500.0;1.0e-05;0.00966183574879227;8.0;0;63;9.74502795994049e+19
500.0;1.0e-05;0.00966183574879227;9.0;0;56;1.98603680020676e+21
500.0;1.0e-05;0.00966183574879227;10.0;0;51;1.43357913243057e+22
500.0;1.0e-05;0.00961538461538462;1.0;1;501;1.50798000475035e-05
500.0;1.0e-05;0.00961538461538462;2.0;1;251;1.69426583120319e-05
500.0;1.0e-05;0.00961538461538462;3.0;1;167;2.04425435195411e-05
500.0;1.0e-05;0.00961538461538462;4.0;1;126;2.43724357658903e-05
500.0;1.0e-05;0.00961538461538462;5.0;0;101;127.154649765029
500.0;1.0e-05;0.00961538461538462;6.0;0;84;4246864799325.83
500.0;1.0e-05;0.00961538461538462;7.0;0;72;5.90842037097831e+17
500.0;1.0e-05;0.00961538461538462;8.0;0;63;2.28873557323059e+20
500.0;1.0e-05;0.00961538461538462;9.0;0;56;4.10163704809218e+21
500.0;1.0e-05;0.00961538461538462;10.0;0;51;2.71248607073873e+22
500.0;3.11111111111111e-05;0.0100502512562814;1.0;1;501;7.29511213946673e-06
500.0;3.11111111111111e-05;0.0100502512562814;2.0;0;251;6.08528049849276e+36
500.0;3.11111111111111e-05;0.0100502512562814;3.0;0;167;2.29710517351376e+67
500.0;3.11111111111111e-05;0.0100502512562814;4.0;0;126;2.6092351804504e+70
500.0;3.11111111111111e-05;0.0100502512562814;5.0;0;101;4.13436085480192e+67
500.0;3.11111111111111e-05;0.0100502512562814;6.0;0;84;2.41260393151977e+63
500.0;3.11111111111111e-05;0.0100502512562814;7.0;0;72;1.9208052742973e+59
500.0;3.11111111111111e-05;0.0100502512562814;8.0;0;63;3.09764718998574e+55
500.0;3.11111111111111e-05;0.0100502512562814;9.0;0;56;1.17641078811144e+52
500.0;3.11111111111111e-05;0.0100502512562814;10.0;0;51;4.33838831353393e+49
500.0;3.11111111111111e-05;0.01;1.0;1;501;7.27486241806912e-06
500.0;3.11111111111111e-05;0.01;2.0;0;251;4.14306288720241e+38
500.0;3.11111111111111e-05;0.01;3.0;0;167;2.26544434074566e+68
500.0;3.11111111111111e-05;0.01;4.0;0;126;1.26631679317185e+71
500.0;3.11111111111111e-05;0.01;5.0;0;101;1.37823510338729e+68
500.0;3.11111111111111e-05;0.01;6.0;0;84;6.35972032456132e+63
500.0;3.11111111111111e-05;0.01;7.0;0;72;4.3262060640044e+59
500.0;3.11111111111111e-05;0.01;8.0;0;63;6.22770199415031e+55
500.0;3.11111111111111e-05;0.01;9.0;0;56;2.17054743096887e+52
500.0;3.11111111111111e-05;0.01;10.0;0;51;7.53367980161694e+49
500.0;3.11111111111111e-05;0.0099502487562189;1.0;1;501;7.25489404014579e-06
500.0;3.11111111111111e-05;0.0099502487562189;2.0;0;251;2.68518253034023e+40
500.0;3.11111111111111e-05;0.0099502487562189;3.0;0;167;2.19046676349917e+69
500.0;3.11111111111111e-05;0.0099502487562189;4.0;0;126;6.0732655140429e+71
500.0;3.11111111111111e-05;0.0099502487562189;5.0;0;101;4.55642599932009e+68
500.0;3.11111111111111e-05;0.0099502487562189;6.0;0;84;1.66584584326553e+64
500.0;3.11111111111111e-05;0.0099502487562189;7.0;0;72;9.6941672065301e+59
500.0;3.11111111111111e-05;0.0099502487562189;8.0;0;63;1.24671752936757e+56
500.0;3.11111111111111e-05;0.0099502487562189;9.0;0;56;3.9901393309004e+52
500.0;3.11111111111111e-05;0.0099502487562189;10.0;0;51;1.30399934757752e+50
500.0;3.11111111111111e-05;0.0099009900990099;1.0;1;501;7.23519906792315e-06
500.0;3.11111111111111e-05;0.0099009900990099;2.0;0;251;1.65878166713112e+42
500.0;3.11111111111111e-05;0.0099009900990099;3.0;0;167;2.07728141001958e+70
500.0;3.11111111111111e-05;0.0099009900990099;4.0;0;126;2.87897564999107e+72
500.0;3.11111111111111e-05;0.0099009900990099;5.0;0;101;1.49405262288577e+69
500.0;3.11111111111111e-05;0.0099009900990099;6.0;0;84;4.33626097194803e+64
500.0;3.11111111111111e-05;0.0099009900990099;7.0;0;72;2.16134094592329e+60
500.0;3.11111111111111e-05;0.0099009900990099;8.0;0;63;2.48528907538866e+56
500.0;3.11111111111111e-05;0.0099009900990099;9.0;0;56;7.3086228797226e+52
500.0;3.11111111111111e-05;0.0099009900990099;10.0;0;51;2.24986552918813e+50
500.0;3.11111111111111e-05;0.00985221674876847;1.0;1;501;7.21576985088443e-06
500.0;3.11111111111111e-05;0.00985221674876847;2.0;0;251;9.77907672091149e+43
500.0;3.11111111111111e-05;0.00985221674876847;3.0;0;167;1.93280993550686e+71
500.0;3.11111111111111e-05;0.00985221674876847;4.0;0;126;1.34918780221596e+73
500.0;3.11111111111111e-05;0.00985221674876847;5.0;0;101;4.85960773634037e+69
500.0;3.11111111111111e-05;0.00985221674876847;6.0;0;84;1.12180653569773e+65
500.0;3.11111111111111e-05;0.00985221674876847;7.0;0;72;4.79484883962535e+60
500.0;3.11111111111111e-05;0.00985221674876847;8.0;0;63;4.93376083871244e+56
500.0;3.11111111111111e-05;0.00985221674876847;9.0;0;56;1.33392548653026e+53
500.0;3.11111111111111e-05;0.00985221674876847;10.0;0;51;3.86956257828193e+50
500.0;3.11111111111111e-05;0.00980392156862745;1.0;1;501;7.19659901417071e-06
500.0;3.11111111111111e-05;0.00980392156862745;2.0;0;251;5.50819403315314e+45
500.0;3.11111111111111e-05;0.00980392156862745;3.0;0;167;1.76511567675069e+72
500.0;3.11111111111111e-05;0.00980392156862745;4.0;0;126;6.25181713455967e+73
500.0;3.11111111111111e-05;0.00980392156862745;5.0;0;101;1.56813059945174e+70
500.0;3.11111111111111e-05;0.00980392156862745;6.0;0;84;2.88456132613384e+65
500.0;3.11111111111111e-05;0.00980392156862745;7.0;0;72;1.05850813968554e+61
500.0;3.11111111111111e-05;0.00980392156862745;8.0;0;63;9.75427219084792e+56
500.0;3.11111111111111e-05;0.00980392156862745;9.0;0;56;2.42602648295273e+53
500.0;3.11111111111111e-05;0.00980392156862745;10.0;0;51;6.63452961055382e+50
500.0;3.11111111111111e-05;0.00975609756097561;1.0;1;501;7.17767944747007e-06
500.0;3.11111111111111e-05;0.00975609756097561;2.0;0;251;2.96765494479046e+47
500.0;3.11111111111111e-05;0.00975609756097561;3.0;0;167;1.58269763550401e+73
500.0;3.11111111111111e-05;0.00975609756097561;4.0;0;126;2.86495816962086e+74
500.0;3.11111111111111e-05;0.00975609756097561;5.0;0;101;5.02064693914313e+70
500.0;3.11111111111111e-05;0.00975609756097561;6.0;0;84;7.37288289729608e+65
500.0;3.11111111111111e-05;0.00975609756097561;7.0;0;72;2.32546231409761e+61
500.0;3.11111111111111e-05;0.00975609756097561;8.0;0;63;1.92065796290329e+57
500.0;3.11111111111111e-05;0.00975609756097561;9.0;0;56;4.39689910386136e+53
500.0;3.11111111111111e-05;0.00975609756097561;10.0;0;51;1.13401253005235e+51
500.0;3.11111111111111e-05;0.00970873786407767;1.0;1;501;7.15900429440788e-06
500.0;3.11111111111111e-05;0.00970873786407767;2.0;0;251;1.53102369649056e+49
500.0;3.11111111111111e-05;0.00970873786407767;3.0;0;167;1.3938296908083e+74
500.0;3.11111111111111e-05;0.00970873786407767;4.0;0;126;1.29862931800358e+75
500.0;3.11111111111111e-05;0.00970873786407767;5.0;0;101;1.59508250405692e+71
500.0;3.11111111111111e-05;0.00970873786407767;6.0;0;84;1.87338202488573e+66
500.0;3.11111111111111e-05;0.00970873786407767;7.0;0;72;5.08449506516661e+61
500.0;3.11111111111111e-05;0.00970873786407767;8.0;0;63;3.7667423252426e+57
500.0;3.11111111111111e-05;0.00970873786407767;9.0;0;56;7.94151088351527e+53
500.0;3.11111111111111e-05;0.00970873786407767;10.0;0;51;1.9324186335078e+51
500.0;3.11111111111111e-05;0.00966183574879227;1.0;1;501;7.14056694230973e-06
500.0;3.11111111111111e-05;0.00966183574879227;2.0;0;251;7.57126977854724e+50
500.0;3.11111111111111e-05;0.00966183574879227;3.0;0;167;1.20600885792951e+75
500.0;3.11111111111111e-05;0.00966183574879227;4.0;0;126;5.82347016854298e+75
500.0;3.11111111111111e-05;0.00966183574879227;5.0;0;101;5.02922524893211e+71
500.0;3.11111111111111e-05;0.00966183574879227;6.0;0;84;4.73240335991467e+66
500.0;3.11111111111111e-05;0.00966183574879227;7.0;0;72;1.10646277687401e+62
500.0;3.11111111111111e-05;0.00966183574879227;8.0;0;63;7.35807834434151e+57
500.0;3.11111111111111e-05;0.00966183574879227;9.0;0;56;1.42949869225404e+54
500.0;3.11111111111111e-05;0.00966183574879227;10.0;0;51;3.28303955581647e+51
500.0;3.11111111111111e-05;0.00961538461538462;1.0;1;501;7.12236101249909e-06
500.0;3.11111111111111e-05;0.00961538461538462;2.0;0;251;3.5926183443092e+52
500.0;3.11111111111111e-05;0.00961538461538462;3.0;0;167;1.02555358462923e+76
500.0;3.11111111111111e-05;0.00961538461538462;4.0;0;126;2.58393291070202e+76
500.0;3.11111111111111e-05;0.00961538461538462;5.0;0;101;1.57384096491653e+72
500.0;3.11111111111111e-05;0.00961538461538462;6.0;0;84;1.18860553430701e+67
500.0;3.11111111111111e-05;0.00961538461538462;7.0;0;72;2.39663955966285e+62
500.0;3.11111111111111e-05;0.00961538461538462;8.0;0;63;1.43174931094382e+58
500.0;3.11111111111111e-05;0.00961538461538462;9.0;0;56;2.56452153261379e+54
500.0;3.11111111111111e-05;0.00961538461538462;10.0;0;51;5.56106718843262e+51
500.0;5.22222222222222e-05;0.0100502512562814;1.0;0;501;1918544266.58396
500.0;5.22222222222222e-05;0.0100502512562814;2.0;0;251;7.98795394076742e+119
500.0;5.22222222222222e-05;0.0100502512562814;3.0;0;167;1.27240774674275e+115
500.0;5.22222222222222e-05;0.0100502512562814;4.0;0;126;1.4164403093757e+104
500.0;5.22222222222222e-05;0.0100502512562814;5.0;0;101;4.66072784565461e+93
500.0;5.22222222222222e-05;0.0100502512562814;6.0;0;84;3.42505479825335e+84
500.0;5.22222222222222e-05;0.0100502512562814;7.0;0;72;1.29315672992681e+77
500.0;5.22222222222222e-05;0.0100502512562814;8.0;0;63;7.91013431010481e+70
500.0;5.22222222222222e-05;0.0100502512562814;9.0;0;56;4.32208229277305e+65
500.0;5.22222222222222e-05;0.0100502512562814;10.0;0;51;7.90692072191587e+61
500.0;5.22222222222222e-05;0.01;1.0;0;501;30744419877145.6
500.0;5.22222222222222e-05;0.01;2.0;0;251;2.18922630339409e+121
500.0;5.22222222222222e-05;0.01;3.0;0;167;9.31236154538212e+115
500.0;5.22222222222222e-05;0.01;4.0;0;126;5.93023661718298e+104
500.0;5.22222222222222e-05;0.01;5.0;0;101;1.42296754829142e+94
500.0;5.22222222222222e-05;0.01;6.0;0;84;8.51911286521284e+84
500.0;5.22222222222222e-05;0.01;7.0;0;72;2.79473904428518e+77
500.0;5.22222222222222e-05;0.01;8.0;0;63;1.54195900972228e+71
500.0;5.22222222222222e-05;0.01;9.0;0;56;7.78572340008097e+65
500.0;5.22222222222222e-05;0.01;10.0;0;51;1.34672145724497e+62
500.0;5.22222222222222e-05;0.0099502487562189;1.0;0;501;4.29822047708381e+17
500.0;5.22222222222222e-05;0.0099502487562189;2.0;0;251;5.84066131376909e+122
500.0;5.22222222222222e-05;0.0099502487562189;3.0;0;167;6.72264154419334e+116
500.0;5.22222222222222e-05;0.0099502487562189;4.0;0;126;2.46034510719165e+105
500.0;5.22222222222222e-05;0.0099502487562189;5.0;0;101;4.31521398393763e+94
500.0;5.22222222222222e-05;0.0099502487562189;6.0;0;84;2.10766451243917e+85
500.0;5.22222222222222e-05;0.0099502487562189;7.0;0;72;6.01331073925011e+77
500.0;5.22222222222222e-05;0.0099502487562189;8.0;0;63;2.99453166222465e+71
500.0;5.22222222222222e-05;0.0099502487562189;9.0;0;56;1.39792574456869e+66
500.0;5.22222222222222e-05;0.0099502487562189;10.0;0;51;2.28705302319395e+62
500.0;5.22222222222222e-05;0.0099009900990099;1.0;0;501;5.26464087586248e+21
500.0;5.22222222222222e-05;0.0099009900990099;2.0;0;251;1.51760869370675e+124
500.0;5.22222222222222e-05;0.0099009900990099;3.0;0;167;4.78802147015958e+117
500.0;5.22222222222222e-05;0.0099009900990099;4.0;0;126;1.01163599511428e+106
500.0;5.22222222222222e-05;0.0099009900990099;5.0;0;101;1.29991087573478e+95
500.0;5.22222222222222e-05;0.0099009900990099;6.0;0;84;5.18701589595893e+85
500.0;5.22222222222222e-05;0.0099009900990099;7.0;0;72;1.2882239743709e+78
500.0;5.22222222222222e-05;0.0099009900990099;8.0;0;63;5.79390409196584e+71
500.0;5.22222222222222e-05;0.0099009900990099;9.0;0;56;2.50187062021686e+66
500.0;5.22222222222222e-05;0.0099009900990099;10.0;0;51;3.87273014830188e+62
500.0;5.22222222222222e-05;0.00985221674876847;1.0;0;501;5.6721916115646e+25
500.0;5.22222222222222e-05;0.00985221674876847;2.0;0;251;3.84227360177205e+125
500.0;5.22222222222222e-05;0.00985221674876847;3.0;0;167;3.36508112476713e+118
500.0;5.22222222222222e-05;0.00985221674876847;4.0;0;126;4.12296434954869e+106
500.0;5.22222222222222e-05;0.00985221674876847;5.0;0;101;3.89014482729601e+95
500.0;5.22222222222222e-05;0.00985221674876847;6.0;0;84;1.26990381374657e+86
500.0;5.22222222222222e-05;0.00985221674876847;7.0;0;72;2.74787570354005e+78
500.0;5.22222222222222e-05;0.00985221674876847;8.0;0;63;1.11691175086109e+72
500.0;5.22222222222222e-05;0.00985221674876847;9.0;0;56;4.46331284507526e+66
500.0;5.22222222222222e-05;0.00985221674876847;10.0;0;51;6.53905553053055e+62
500.0;5.22222222222222e-05;0.00980392156862745;1.0;0;501;5.39634450441167e+29
500.0;5.22222222222222e-05;0.00980392156862745;2.0;0;251;9.48300751555948e+126
500.0;5.22222222222222e-05;0.00980392156862745;3.0;0;167;2.3342296344171e+119
500.0;5.22222222222222e-05;0.00980392156862745;4.0;0;126;1.66572633148697e+107
500.0;5.22222222222222e-05;0.00980392156862745;5.0;0;101;1.15663206472345e+96
500.0;5.22222222222222e-05;0.00980392156862745;6.0;0;84;3.09306366170466e+86
500.0;5.22222222222222e-05;0.00980392156862745;7.0;0;72;5.8365065614167e+78
500.0;5.22222222222222e-05;0.00980392156862745;8.0;0;63;2.14531019607481e+72
500.0;5.22222222222222e-05;0.00980392156862745;9.0;0;56;7.93738393179905e+66
500.0;5.22222222222222e-05;0.00980392156862745;10.0;0;51;1.10099054437314e+63
500.0;5.22222222222222e-05;0.00975609756097561;1.0;0;501;4.54992686033663e+33
500.0;5.22222222222222e-05;0.00975609756097561;2.0;0;251;2.28258212975567e+128
500.0;5.22222222222222e-05;0.00975609756097561;3.0;0;167;1.59839280415164e+120
500.0;5.22222222222222e-05;0.00975609756097561;4.0;0;126;6.67201640680677e+107
500.0;5.22222222222222e-05;0.00975609756097561;5.0;0;101;3.41694151008886e+96
500.0;5.22222222222222e-05;0.00975609756097561;6.0;0;84;7.49546841637242e+86
500.0;5.22222222222222e-05;0.00975609756097561;7.0;0;72;1.23447091400621e+79
500.0;5.22222222222222e-05;0.00975609756097561;8.0;0;63;4.1058510747913e+72
500.0;5.22222222222222e-05;0.00975609756097561;9.0;0;56;1.4071506160762e+67
500.0;5.22222222222222e-05;0.00975609756097561;10.0;0;51;1.84857329017969e+63
500.0;5.22222222222222e-05;0.00970873786407767;1.0;0;501;3.41180242308601e+37
500.0;5.22222222222222e-05;0.00970873786407767;2.0;0;251;5.36064665334706e+129
500.0;5.22222222222222e-05;0.00970873786407767;3.0;0;167;1.08067909696628e+121
500.0;5.22222222222222e-05;0.00970873786407767;4.0;0;126;2.64983910533183e+108
500.0;5.22222222222222e-05;0.00970873786407767;5.0;0;101;1.00306162507471e+97
500.0;5.22222222222222e-05;0.00970873786407767;6.0;0;84;1.80728723645553e+87
500.0;5.22222222222222e-05;0.00970873786407767;7.0;0;72;2.60017237163121e+79
500.0;5.22222222222222e-05;0.00970873786407767;8.0;0;63;7.83025678562095e+72
500.0;5.22222222222222e-05;0.00970873786407767;9.0;0;56;2.48692226328655e+67
500.0;5.22222222222222e-05;0.00970873786407767;10.0;0;51;3.09519338591113e+63
500.0;5.22222222222222e-05;0.00966183574879227;1.0;0;501;2.28291755008145e+41
500.0;5.22222222222222e-05;0.00966183574879227;2.0;0;251;1.22885683448106e+131
500.0;5.22222222222222e-05;0.00966183574879227;3.0;0;167;7.21544030468932e+121
500.0;5.22222222222222e-05;0.00966183574879227;4.0;0;126;1.04361277117643e+109
500.0;5.22222222222222e-05;0.00966183574879227;5.0;0;101;2.92617067916952e+97
500.0;5.22222222222222e-05;0.00966183574879227;6.0;0;84;4.33610874064636e+87
500.0;5.22222222222222e-05;0.00966183574879227;7.0;0;72;5.45428499481982e+79
500.0;5.22222222222222e-05;0.00966183574879227;8.0;0;63;1.48807928902023e+73
500.0;5.22222222222222e-05;0.00966183574879227;9.0;0;56;4.38184777540305e+67
500.0;5.22222222222222e-05;0.00966183574879227;10.0;0;51;5.16832972495654e+63
500.0;5.22222222222222e-05;0.00961538461538462;1.0;0;501;1.36745491725962e+45
500.0;5.22222222222222e-05;0.00961538461538462;2.0;0;251;2.75078567350739e+132
500.0;5.22222222222222e-05;0.00961538461538462;3.0;0;167;4.75838457080473e+122
500.0;5.22222222222222e-05;0.00961538461538462;4.0;0;126;4.07628259971863e+109
500.0;5.22222222222222e-05;0.00961538461538462;5.0;0;101;8.48373730235107e+97
500.0;5.22222222222222e-05;0.00961538461538462;6.0;0;84;1.03524547467053e+88
500.0;5.22222222222222e-05;0.00961538461538462;7.0;0;72;1.13948486504725e+80
500.0;5.22222222222222e-05;0.00961538461538462;8.0;0;63;2.81819232251663e+73
500.0;5.22222222222222e-05;0.00961538461538462;9.0;0;56;7.69733834647403e+67
500.0;5.22222222222222e-05;0.00961538461538462;10.0;0;51;8.60670660190566e+63
500.0;7.33333333333333e-05;0.0100502512562814;1.0;0;501;1.43699785096151e+135
500.0;1.0e-05;0.0100502512562814;1.0;1;501;1.56243474730651e-05
500.0;1.0e-05;0.0100502512562814;2.0;1;251;1.74499903642292e-05
500.0;1.0e-05;0.0100502512562814;3.0;1;167;2.09597736834557e-05
500.0;1.0e-05;0.0100502512562814;4.0;1;126;2.4925765353542e-05
500.0;1.0e-05;0.0100502512562814;5.0;1;101;2.98550857672476e-05
500.0;1.0e-05;0.0100502512562814;6.0;0;84;16675029.5049761
500.0;1.0e-05;0.0100502512562814;7.0;0;72;35449676619140.6
500.0;1.0e-05;0.0100502512562814;8.0;0;63;7.89784625600078e+16
500.0;1.0e-05;0.0100502512562814;9.0;0;56;4.78354960264254e+18
500.0;1.0e-05;0.0100502512562814;10.0;0;51;7.22973951422644e+19
500.0;1.0e-05;0.01;1.0;1;501;1.55599753818404e-05
500.0;1.0e-05;0.01;2.0;1;251;1.73903293276386e-05
500.0;1.0e-05;0.01;3.0;1;167;2.08994690014174e-05
500.0;1.0e-05;0.01;4.0;1;126;2.48617345655685e-05
500.0;1.0e-05;0.01;5.0;1;101;4.15840306280402e-05
500.0;1.0e-05;0.01;6.0;0;84;71036444.9930855
500.0;1.0e-05;0.01;7.0;0;72;109215496252709.0
500.0;1.0e-05;0.01;8.0;0;63;1.98031733844913e+17
500.0;1.0e-05;0.01;9.0;0;56;1.04017354406493e+19
500.0;1.0e-05;0.01;10.0;0;51;1.42765393872105e+20
500.0;1.0e-05;0.0099502487562189;1.0;1;501;1.54966279851127e-05
500.0;1.0e-05;0.0099502487562189;2.0;1;251;1.73315411447629e-05
500.0;1.0e-05;0.0099502487562189;3.0;1;167;2.08399143406968e-05
500.0;1.0e-05;0.0099502487562189;4.0;1;126;2.47983752898382e-05
500.0;1.0e-05;0.0099502487562189;5.0;1;101;0.000219879032645359
500.0;1.0e-05;0.0099502487562189;6.0;0;84;297344699.08629
500.0;1.0e-05;0.0099502487562189;7.0;0;72;332502502181971.0
500.0;1.0e-05;0.0099502487562189;8.0;0;63;4.92202125504348e+17
500.0;1.0e-05;0.0099502487562189;9.0;0;56;2.24630761159239e+19
500.0;1.0e-05;0.0099502487562189;10.0;0;51;2.80319167850018e+20
500.0;1.0e-05;0.0099009900990099;1.0;1;501;1.54342792541959e-05
500.0;1.0e-05;0.0099009900990099;2.0;1;251;1.72736032522162e-05
500.0;1.0e-05;0.0099009900990099;3.0;1;167;2.07810910737242e-05
500.0;1.0e-05;0.0099009900990099;4.0;1;126;2.4735672179621e-05
500.0;1.0e-05;0.0099009900990099;5.0;0;101;0.00157530154867492
500.0;1.0e-05;0.0099009900990099;6.0;0;84;1223510323.36646
500.0;1.0e-05;0.0099009900990099;7.0;0;72;1.00061022266871e+15
500.0;1.0e-05;0.0099009900990099;8.0;0;63;1.21287399239832e+18
500.0;1.0e-05;0.0099009900990099;9.0;0;56;4.81836118678323e+19
500.0;1.0e-05;0.0099009900990099;10.0;0;51;5.47340863516333e+20
500.0;1.0e-05;0.00985221674876847;1.0;1;501;1.5372903972494e-05
500.0;1.0e-05;0.00985221674876847;2.0;1;251;1.721649382671e-05
500.0;1.0e-05;0.00985221674876847;3.0;1;167;2.07229811993524e-05
500.0;1.0e-05;0.00985221674876847;4.0;1;126;2.46736104018239e-05
500.0;1.0e-05;0.00985221674876847;5.0;0;101;0.0110646616073131
500.0;1.0e-05;0.00985221674876847;6.0;0;84;4951301029.18683
500.0;1.0e-05;0.00985221674876847;7.0;0;72;2.97721839174895e+15
500.0;1.0e-05;0.00985221674876847;8.0;0;63;2.96366881921998e+18
500.0;1.0e-05;0.00985221674876847;9.0;0;56;1.02672274557946e+20
500.0;1.0e-05;0.00985221674876847;10.0;0;51;1.06287588334415e+21
500.0;1.0e-05;0.00980392156862745;1.0;1;501;1.53124777066996e-05
500.0;1.0e-05;0.00980392156862745;2.0;1;251;1.7160191757408e-05
500.0;1.0e-05;0.00980392156862745;3.0;1;167;2.06655673182591e-05
500.0;1.0e-05;0.00980392156862745;4.0;1;126;2.46121756162953e-05
500.0;1.0e-05;0.00980392156862745;5.0;0;101;0.0756107702836311
500.0;1.0e-05;0.00980392156862745;6.0;0;84;19714385361.6407
500.0;1.0e-05;0.00980392156862745;7.0;0;72;8.7608138986115e+15
500.0;1.0e-05;0.00980392156862745;8.0;0;63;7.18226140029542e+18
500.0;1.0e-05;0.00980392156862745;9.0;0;56;2.17363201092078e+20
500.0;1.0e-05;0.00980392156862745;10.0;0;51;2.05291018100558e+21
500.0;1.0e-05;0.00975609756097561;1.0;1;501;1.5252976779484e-05
500.0;1.0e-05;0.00975609756097561;2.0;1;251;1.71046766195546e-05
500.0;1.0e-05;0.00975609756097561;3.0;1;167;2.06088326095228e-05
500.0;1.0e-05;0.00975609756097561;4.0;1;126;2.45513539560717e-05
500.0;1.0e-05;0.00975609756097561;5.0;0;101;0.503037759013291
500.0;1.0e-05;0.00975609756097561;6.0;0;84;77264483628.1504
500.0;1.0e-05;0.00975609756097561;7.0;0;72;2.55020190203705e+16
500.0;1.0e-05;0.00975609756097561;8.0;0;63;1.72656780094687e+19
500.0;1.0e-05;0.00975609756097561;9.0;0;56;4.57247690255559e+20
500.0;1.0e-05;0.00975609756097561;10.0;0;51;3.94422754781193e+21
500.0;1.0e-05;0.00970873786407767;1.0;1;501;1.51943782430384e-05
500.0;1.0e-05;0.00970873786407767;2.0;1;251;1.7049928649056e-05
500.0;1.0e-05;0.00970873786407767;3.0;1;167;2.05527608081742e-05
500.0;1.0e-05;0.00970873786407767;4.0;1;126;2.44911320085803e-05
500.0;1.0e-05;0.00970873786407767;5.0;0;101;3.26093109542925
500.0;1.0e-05;0.00970873786407767;6.0;0;84;298182964964.236
500.0;1.0e-05;0.00970873786407767;7.0;0;72;7.34523392091012e+16
500.0;1.0e-05;0.00970873786407767;8.0;0;63;4.11782601347005e+19
